Id;CodeCIS;Denomination;FormePharma;EstCommercialisée;StatutBDM;NoUE_autorisation;Titulaire(s);surveillance;JJ_MM_AAAA;idProcédure;idStatutAdmin
15058;69553715;VANCOMYCINE VIATRIS 1000 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;;VIATRIS SANTE;FAUX;11/04/1997;2;1
15059;69554265;SITAGLIPTINE BGR 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;29/09/2021;1;1
15060;69555100;HEXOMEDINE TRANSCUTANEE 1,5 POUR MILLE, solution pour application locale;solution pour application;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;23/01/1996;2;1
15061;69555470;BRONCATHIOL ENFANTS, solution buvable;solution buvable;FAUX;;;MELISANA PHARMA;FAUX;10/12/1981;2;1
15062;69555876;CAESIUM MURIATICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;02/06/2020;3;1
15063;69556177;ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable;solution injectable;FAUX;;;LABORATOIRE RENAUDIN;FAUX;16/04/1997;2;1
15064;69556437;SPIKEVAX BIVALENT ORIGINAL/OMICRON BA.4-5 25 microgrammes/25 microgrammes, dispersion injectable. Vaccin à ARNm (à nucléoside modifié) contre la COVID-19;dispersion injectable;FAUX;;EU/1/20/1507;MODERNA BIOTECH SPAIN SL (ESPAGNE);FAUX;16/12/2022;5;1
15065;69556750;RISPERDAL 4 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;JANSSEN CILAG;FAUX;02/05/1995;1;1
15066;69556818;LERCANIDIPINE ZENTIVA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ZENTIVA FRANCE;FAUX;29/01/2009;2;1
15067;69557432;TAREG 80 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;NOVARTIS PHARMA;FAUX;31/05/2001;1;1
15068;69557560;SOLUPRICK CONTROLE NEGATIF, solution pour prick-test cutané;solution pour prick-test;FAUX;;;ALK ABELLO (DANEMARK);FAUX;07/01/2009;1;1
15069;69558317;ADVATE 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;FAUX;;EU/1/03/271;BAXTER (AUTRICHE);FAUX;22/05/2008;5;1
15070;69559248;FORTRANS, poudre pour solution buvable en sachet;poudre pour solution buvable;FAUX;;;IPSEN CONSUMER HEALTHCARE;FAUX;07/07/1987;2;1
15071;69559554;LISINOPRIL VIATRIS 20 mg, comprimé sécable;comprimé sécable;FAUX;;;VIATRIS SANTE;FAUX;20/07/2004;2;1
15072;69560065;LOSARTAN ZENTIVA 100 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ORGANON FRANCE;FAUX;28/08/2009;4;4
15073;69560873;DROPERIDOL KALCEKS 1,25 mg/mL, solution injectable;solution injectable;FAUX;;;AS KALCEKS (LETTONIE);FAUX;24/03/2021;4;1
15074;69562874;FEMSEPTEVO 50 microgrammes/7 microgrammes/24 heures, dispositif transdermique;dispositif;FAUX;;;THERAMEX IRELAND (IRLANDE);FAUX;15/02/2005;1;1
15075;69562970;IDEOS 500 mg/400 UI, comprimé à sucer ou à croquer;comprimé à sucer ou à croquer;FAUX;;;INNOTECH INTERNATIONAL;FAUX;07/11/1994;1;1
15076;69563150;NORFLOXACINE ZENTIVA 400 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;17/05/2004;2;1
15077;69564327;IODURE DE POTASSIUM PHARMACIE CENTRALE DES ARMEES 65 mg, comprimé sécable;comprimé sécable;FAUX;;;PHARMACIE CENTRALE DES ARMEES- PCA;FAUX;24/02/2009;2;1
15078;69564537;CHLORHEXIDINE/CHLOROBUTANOL LIBERTY PHARMA 0,5 ml/0,5 g pour 100 ml, solution pour bain de bouche en flacon;solution pour bain de bouche;FAUX;;;H4 PHARMA;FAUX;14/04/2009;2;1
15079;69565055;LOJUXTA 20 mg, gélule;gélule;FAUX;;EU/1/13/851;AMRYT PHARMACEUTICALS (IRLANDE);VRAI;31/07/2013;5;1
15080;69565411;DACARBAZINE LIPOMED 200 mg, poudre pour solution injectable ou perfusion;poudre pour solution injectable ou pour perfusion;FAUX;;;LIPOMED (ALLEMAGNE);FAUX;12/04/2010;4;1
15081;69565621;PONSTYL 250 mg, gélule;gélule;FAUX;;;PFIZER HOLDING FRANCE;FAUX;29/11/1996;2;1
15082;69565895;HYPERICUM COMPLEXE N°26, solution buvable en gouttes;solution buvable en gouttes;FAUX;;;LEHNING;FAUX;28/06/2019;2;1
15083;69566673;UROMITEXAN 400 mg/4 mL, solution à diluer pour perfusion;solution injectable;FAUX;;;BAXTER;FAUX;19/10/1984;2;1
15084;69567024;LATANOPROST ARROW 0,005 %, collyre en solution;collyre en solution;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;21/04/2009;4;2
15085;69567729;IMRALDI 40 mg, solution injectable en stylo prérempli;solution injectable;VRAI;Warning disponibilité;EU/1/17/1216;SAMSUNG BIOEPIS NL (PAYS-BAS);FAUX;28/09/2018;5;1
15086;69568222;RIMIFON 150 mg, comprimé;comprimé;FAUX;;;PHARMHOLDING (LUXEMBOURG);FAUX;29/11/2016;2;1
15087;69568368;COLOCYNTHIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;17/04/2012;3;1
15088;69568788;TRILEPTAL 150 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;NOVARTIS PHARMA;FAUX;19/01/2000;1;1
15089;69570312;MABELIO 500 mg, poudre pour solution à diluer pour solution pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;;CORREVIO;FAUX;03/04/2014;4;1
15090;69571802;TROSYD, crème dermatologique;crème;FAUX;;;TEOFARMA;FAUX;18/11/1983;2;1
15091;69572441;KETOCONAZOLE VIATRIS 2 %, gel en récipient unidose;gel;FAUX;;;VIATRIS SANTE;FAUX;11/09/2008;2;1
15092;69572701;ARNICAGEL, gel;gel;FAUX;;;WELEDA;FAUX;03/07/2019;6;1
15093;69575220;POLERY ADULTES, sirop;sirop;FAUX;;;PIERRE FABRE MEDICAMENT;FAUX;29/12/1997;2;1
15094;69575804;STRIADYNE 20 mg/2 ml, solution injectable en ampoule;solution injectable;FAUX;;;EFISCIENS (MALTE);FAUX;28/01/1991;2;1
15095;69575843;VIOLA TRICOLOR LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;15/07/2013;3;1
15096;69576201;KETESSE 12,5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;FAUX;09/03/1998;1;2
15097;69577958;ATAZANAVIR SANDOZ 300 mg, gélule;gélule;FAUX;;;SANDOZ;FAUX;18/10/2018;4;1
15098;69578113;NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;MEDA PHARMA;FAUX;31/01/1985;1;1
15099;69578234;AMMONIUM PHOSPHORICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;05/10/2011;3;1
15100;69578572;STIMUFEND 6 mg, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/22/1632;FRESENIUS KABI DEUTSCHLAND (ALLEMAGNE);VRAI;28/03/2022;5;1
15101;69579980;MIRCERA 100 microgrammes/0,3 ml, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/07/400;ROCHE REGISTRATION (ALLEMAGNE);FAUX;20/07/2007;5;1
15102;69580203;Ca-DTPA 250 mg/mL, solution injectable;solution injectable;FAUX;;;PHARMACIE CENTRALE DES ARMEES- PCA;FAUX;12/02/2008;2;1
15103;69581821;DIACOMIT 500 mg, poudre pour suspension buvable en sachet;poudre pour suspension buvable;FAUX;;EU/1/06/367;BIOCODEX;FAUX;04/01/2007;5;1
15104;69581846;ARANESP 30 microgrammes, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/01/185;AMGEN EUROPE;FAUX;08/06/2001;5;1
15105;69582275;LOSARTAN ARROW 100 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;09/07/2008;2;2
15106;69582503;ROACTEMRA 20 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;EU/1/08/492;ROCHE REGISTRATION (ALLEMAGNE);FAUX;16/01/2009;5;1
15107;69584073;SMECTA 3 g ORANGE-VANILLE, poudre pour suspension buvable en sachet;poudre pour suspension buvable;FAUX;;;IPSEN CONSUMER HEALTHCARE;FAUX;25/11/1988;2;1
15108;69584479;MINIRIN 0,1 mg/mL, solution pour administration endonasale;solution pour administration endonasale;VRAI;Warning disponibilité;;FERRING (FRANCE);FAUX;22/01/1980;2;1
15109;69585360;AMBROXOL TEVA CONSEIL 30 mg, comprimé;comprimé;FAUX;;;TEVA SANTE;FAUX;30/09/1994;2;1
15110;69585499;BISOPROLOL ZYDUS FRANCE 1,25 mg, comprimé;comprimé;FAUX;;;ZYDUS FRANCE;FAUX;22/12/2010;2;1
15111;69586252;RUBRACA 250 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/17/1250;ZR PHARMA (AUTRICHE);FAUX;24/05/2018;5;1
15112;69586327;ENDOXAN 1000 mg, poudre pour solution injectable;poudre pour solution injectable;FAUX;;;BAXTER;FAUX;25/04/1994;2;1
15113;69586398;AMINOPHYLLINE RENAUDIN 250 mg/10 ml, solution pour perfusion;solution pour perfusion;FAUX;;;LABORATOIRE RENAUDIN;FAUX;30/04/1998;2;1
15114;69586423;AMLODIPINE ZENTIVA 5 mg, gélule;gélule;FAUX;;;ZENTIVA FRANCE;FAUX;08/08/2006;2;1
15115;69586658;IMATINIB VIATRIS 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;26/08/2016;4;1
15116;69588470;LEVOFLOXACINE EG 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;29/05/2009;2;1
15117;69588545;SCOBUREN 20 mg/mL, solution injectable en ampoule;solution injectable;FAUX;;;LABORATOIRE RENAUDIN;FAUX;22/06/1999;2;1
15118;69588627;SITAGLIPTINE ZENTIVA 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;18/11/2021;4;1
15119;69589818;DYNEXANGIVAL 1 %, crème buccale;crème;FAUX;;;KREUSSLER & CO ALLEMAGNE;FAUX;22/12/2010;2;1
15120;69590076;VALSARTAN TEVA 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;TEVA SANTE;FAUX;15/09/2009;4;1
15121;69590806;ENVARSUS 1 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;EU/1/14/935;CHIESI FARMACEUTICI;FAUX;18/07/2014;5;1
15122;69591915;ISIMIG 2,5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;FAUX;12/12/2000;1;1
15123;69592038;CHOLEDIAM, trousse pour la préparation de la solution injectable de mébrofénine-technétium [99m Tc];poudre pour solution injectable;FAUX;;;MEDIAM;FAUX;17/01/2000;2;1
15124;69592294;POLERY ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique et au cyclamate de sodium;sirop;FAUX;;;PIERRE FABRE MEDICAMENT;FAUX;04/11/2009;2;1
15125;69593873;VALSARTAN ARROW LAB 160 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ARROW GENERIQUES;FAUX;02/11/2012;4;1
15126;69594306;CELLCEPT 1 g/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;FAUX;;EU/1/96/005;ROCHE REGISTRATION (ALLEMAGNE);FAUX;26/02/1999;5;1
15127;69594377;CANDESARTAN EVOLUGEN 8 mg, comprimé sécable;comprimé sécable;FAUX;;;EVOLUPHARM;FAUX;27/09/2012;2;1
15128;69594548;SPIRONOLACTONE ALTIZIDE ARROW 25 mg/15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ARROW GENERIQUES;FAUX;19/07/1999;2;1
15129;69596271;ILUMETRI 100 mg, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/18/1323;ALMIRALL (ESPAGNE);VRAI;17/09/2018;5;1
15130;69596691;TASIGNA 50 mg, gélule;gélule;FAUX;;EU/1/07/422;NOVARTIS EUROPHARM (IRLANDE);FAUX;15/11/2017;5;1
15131;69597074;RILUZOLE BIOGARAN 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;14/12/2009;2;1
15132;69597619;NULOJIX 250 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/11/694;BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);FAUX;17/06/2011;5;1
15133;69599043;ETOPOSIDE VIATRIS 20 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;VIATRIS SANTE;FAUX;04/02/1997;2;1
15134;69599253;OXYCODONE EG LP 60 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;22/05/2014;4;1
15135;69602023;LEVOFLOXACINE ACCORD HEALTHCARE 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;12/08/2011;4;1
15136;69602201;ALPHACAINE SP, solution injectable à usage dentaire;solution injectable pour usage dentaire;FAUX;;;DENTSPLY SIRONA FRANCE;FAUX;10/05/1982;2;1
15137;69604608;GARDASIL, suspension injectable en seringue préremplie. Vaccin Papillomavirus Humain [Types 6, 11, 16, 18] (Recombinant, adsorbé);suspension injectable;VRAI;Warning disponibilité;EU/1/06/357;MERCK SHARP & DOHME (PAYS-BAS);FAUX;20/09/2006;5;1
15138;69604750;LEFLUNOMIDE RATIOPHARM 10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/10/654;RATIOPHARM (ALLEMAGNE);FAUX;29/11/2010;5;1
15139;69605749;SUPPOSITOIRE A LA GLYCERINE GILBERT ENFANTS, suppositoire;suppositoire;FAUX;;;LABORATOIRES GILBERT;FAUX;29/11/1990;2;1
15140;69606819;MOPRAL 10 mg, gélule gastro-résistante;gélule gastro-résistant(e);FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;13/03/1996;1;1
15141;69606865;SINEMET 100 mg/10 mg, comprimé;comprimé;FAUX;;;ORGANON FRANCE;FAUX;26/04/1989;2;1
15142;69607230;ENTYVIO 108 mg, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/14/923;TAKEDA PHARMA (DANEMARK);FAUX;28/04/2020;5;1
15143;69607764;ICECA 50 mg, poudre pour solution injectable;poudre pour solution injectable;FAUX;;;LABORATOIRE CHAUVIN;FAUX;03/01/2017;4;1
15144;69608841;FARMORUBICINE 10 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;FAUX;;;PFIZER HOLDING FRANCE;FAUX;05/03/1990;2;1
15145;69610283;PIPORTIL 4 POUR CENT, solution buvable;solution buvable;VRAI;Warning disponibilité;;LABORATOIRES DELBERT;FAUX;27/07/1994;2;2
15146;69610529;BALSOLENE, solution pour inhalation par fumigation;solution pour inhalation par fumigation;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;21/03/1996;2;1
15147;69610664;RUKOBIA 600 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;EU/1/20/1518;VIIV HEALTHCARE (PAYS-BAS);VRAI;04/02/2021;5;1
15148;69611346;DIOSCOREA VILLOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;15/03/2013;3;1
15149;69612035;NERF SCIATIQUE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;crème et solution et granules et poudre;FAUX;;;WELEDA;FAUX;23/05/2019;3;1
15150;69612398;LIPANTHYL 145 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS MEDICAL;FAUX;19/09/2005;1;1
15151;69612658;QUETIAPINE KRKA LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;;KRKA (SLOVENIE);FAUX;30/10/2018;4;1
15152;69613703;EYLEA 40 mg/ml, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/12/797;BAYER AG (ALLEMAGNE);FAUX;22/11/2012;5;1
15153;69614207;NORPROLAC 150 microgrammes, comprimé;comprimé;FAUX;;;FERRING (FRANCE);FAUX;23/02/1995;2;1
15154;69615679;ARKOGELULES CHARDON MARIE, gélule;gélule;VRAI;Warning disponibilité;;ARKOPHARMA;FAUX;21/07/2017;6;1
15155;69616966;MAGNESIA CARBONICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;17/06/2009;3;1
15156;69618515;SOLUMEDROL 40 mg, poudre pour solution injectable;lyophilisat et  solution pour usage parentéral;FAUX;;;PFIZER HOLDING FRANCE;FAUX;23/09/1991;2;1
15157;69619243;RANITIDINE MYLAN 300 mg, comprimé effervescent;comprimé effervescent(e);VRAI;Warning disponibilité;;MYLAN SAS;FAUX;07/11/2002;2;2
15158;69620498;GLUCOSE 50 % AGUETTANT, solution pour perfusion;solution pour perfusion;FAUX;;;AGUETTANT;FAUX;04/08/1988;2;1
15159;69620719;CALCIUM VIATRIS 500 mg, comprimé à sucer ou à croquer;comprimé à sucer ou à croquer;FAUX;;;VIATRIS SANTE;FAUX;19/09/1995;2;1
15160;69621899;TRAMADOL/PARACETAMOL SUN 37,5 mg/325 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;SUN PHARMA FRANCE;FAUX;15/02/2013;2;1
15161;69622218;HOLOXAN 2000 mg, poudre pour usage parentéral;poudre pour usage parentéral;FAUX;;;BAXTER;FAUX;25/05/1994;2;1
15162;69622809;AMLODIPINE ALMUS 10 mg, gélule;gélule;FAUX;;;BIOGARAN;FAUX;24/04/2007;2;1
15163;69624258;LARIAM 250 mg, comprimé sécable;comprimé sécable;VRAI;Warning disponibilité;;PHARMA LAB;FAUX;18/04/2016;7;2
15164;69624532;ZOPICLONE TEVA SANTE 7,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;TEVA SANTE;FAUX;28/12/1999;2;1
15165;69624646;EZETIMIBE/SIMVASTATINE EG 10 mg/20 mg, comprimé;comprimé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;07/12/2017;4;1
15166;69625488;ROSA CANINA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;18/03/2021;3;1
15167;69626437;MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire;poudre et  solvant pour solution;FAUX;;;LABORATOIRE CHAUVIN;FAUX;06/04/2006;2;1
15168;69626704;CONTRE-COUPS DE L'ABBE PERDRIGEON, solution pour application cutanée;solution pour application;FAUX;;;PIONNEAU;FAUX;21/05/2021;6;1
15169;69627140;ARANESP 150 microgrammes, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/01/185;AMGEN EUROPE;FAUX;08/06/2001;5;1
15170;69627877;ORDIPHA 500 mg, comprimé dispersible sécable;comprimé dispersible sécable;FAUX;;;TONIPHARM;FAUX;17/06/2009;2;1
15171;69628395;RENNIE ORANGE, comprimé à croquer;comprimé à croquer;FAUX;;;BAYER HEALTHCARE;FAUX;10/08/2005;2;1
15172;69630186;SPECIAFOLDINE 5 mg, comprimé;comprimé;FAUX;;;MERUS LABS LUXCO II (LUXEMBOURG);FAUX;05/12/1996;2;1
15173;69632034;SILDENAFIL STRAGEN 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;STRAGEN-FRANCE;FAUX;09/02/2018;4;1
15174;69633093;ESCITALOPRAM ARROW 5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;27/01/2014;2;2
15175;69633353;ENANTONE LP 11,25 mg, microsphères et solution pour usage parentéral (S.C. ou I.M.) à libération prolongée en seringue pré-remplie;microsphère et  solution ou ou ou;FAUX;;;TAKEDA FRANCE;FAUX;03/11/2017;2;1
15176;69634537;OXALIPLATINE TEVA 5 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;TEVA SANTE;FAUX;07/01/2008;4;1
15177;69634836;ZINNAT 250 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SANDOZ;FAUX;29/09/1987;1;1
15178;69635009;DRILL, pastille à sucer;pastille;FAUX;;;PIERRE FABRE MEDICAMENT;FAUX;30/07/1990;2;1
15179;69636132;CALCIPARINE 5 000 UI/0,2 ml, solution injectable en seringue préremplie (sous cutanée);solution injectable;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;24/12/1986;2;1
15180;69636399;DOLIPRANEVITAMINEC 500 mg/150 mg, comprimé effervescent;comprimé effervescent(e);FAUX;;;OPELLA HEALTHCARE FRANCE;FAUX;25/04/2001;2;1
15181;69636666;ACIDUM PHOSPHORICUM COMPLEXE N°5, solution buvable en gouttes;solution buvable en gouttes;FAUX;;;LEHNING;FAUX;26/12/2012;2;1
15182;69637743;SOLUDACTONE 100 mg, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral;FAUX;;;PFIZER HOLDING FRANCE;FAUX;12/10/1988;2;1
15183;69638464;HYDROXYZINE VIATRIS 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;27/06/2014;2;1
15184;69638788;NEO-CODION NOURRISSONS, sirop;sirop;VRAI;Warning disponibilité;;BOUCHARA-RECORDATI;FAUX;06/09/1996;2;4
15185;69638813;CORTEX CEREBRAL BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;04/06/2020;3;1
15186;69641318;KENZEN 32 mg, comprimé sécable;comprimé sécable;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;26/09/2005;1;1
15187;69641873;ABILIFY 7,5 mg/ml, solution injectable;solution injectable;FAUX;;EU/1/04/276;OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);FAUX;04/10/2006;5;1
15188;69642982;TREVICTA 263 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;FAUX;;EU/1/14/971;JANSSEN CILAG INTERNATIONAL NV;FAUX;26/05/2016;5;1
15189;69643237;ATENOLOL SUN 100 mg, comprimé sécable;comprimé sécable;VRAI;Warning disponibilité;;SUN PHARMA FRANCE;FAUX;10/08/1992;2;1
15190;69643760;AERIUS 0,5 mg/ml, solution buvable;solution buvable;FAUX;;EU/1/00/160;ORGANON (HOLLANDE);FAUX;23/04/2007;5;1
15191;69643899;CUTACNYL 10 POUR CENT, gel pour application locale;gel pour application;FAUX;;;GALDERMA INTERNATIONAL;FAUX;22/07/1985;2;1
15192;69644015;ENTECAVIR ACCORD 1 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/17/1211;ACCORD HEALTHCARE (ESPAGNE);FAUX;26/09/2017;5;1
15193;69645380;TRIATEC 10 mg, comprimé sécable;comprimé sécable;VRAI;Warning disponibilité;;DIFARMED (ESPAGNE);FAUX;18/09/2017;7;2
15194;69645576;LYSOPAÏNE MAUX DE GORGE AMBROXOL CASSIS 20 mg SANS SUCRE, pastille édulcorée au sorbitol et au sucralose;pastille;VRAI;Warning disponibilité;;OPELLA HEALTHCARE FRANCE;FAUX;11/06/2003;1;1
15195;69645626;NARATRIPTAN ZYDUS 2,5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ZYDUS FRANCE;FAUX;28/09/2011;4;1
15196;69646557;SIMVASTATINE CRISTERS PHARMA 40 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SUN PHARMA FRANCE;FAUX;07/07/2008;1;1
15197;69646945;PHENERGAN 2,5 POUR CENT, solution injectable;solution injectable;FAUX;;;LABORATOIRES FRILAB;FAUX;04/12/1997;2;1
15198;69647399;MONAZITE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;13/05/2020;3;1
15199;69649126;NASACORT 55 microgrammes par dose, suspension pour pulvérisation nasale;suspension pour pulvérisation;FAUX;;;OPELLA HEALTHCARE FRANCE;FAUX;19/02/1997;2;1
15200;69649845;SULPIRIDE VIATRIS 50 mg, gélule;gélule;VRAI;Warning disponibilité;;VIATRIS SANTE;FAUX;08/07/1999;2;1
15201;69650566;BACLOCUR 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ETHYPHARM;VRAI;22/10/2018;2;1
15202;69651223;BELUSTINE 40 mg, gélule;gélule;VRAI;Warning disponibilité;;KYOWA KIRIN HOLDINGS (PAYS-BAS);FAUX;31/12/1997;2;1
15203;69651878;DECALOGIFLOX, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;BIOCODEX BENELUX (BELGIQUE);FAUX;09/09/1994;2;1
15204;69652396;CLIMASTON 2 mg/10 mg, comprimé pelliculé;comprimé pelliculé et  comprimé pelliculé;FAUX;;;VIATRIS MEDICAL;FAUX;09/07/1997;2;1
15205;69653644;BENEPALI 50 mg, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/15/1074;SAMSUNG BIOEPIS NL (PAYS-BAS);FAUX;14/01/2016;5;1
15206;69654116;RISEDRONATE ZENTIVA 75 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;08/03/2011;2;1
15207;69655937;ASPARAGUS OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;13/08/2013;3;1
15208;69656583;PREGABALINE TEVA SANTE 300 mg, gélule;gélule;FAUX;;;TEVA SANTE;FAUX;14/09/2015;4;1
15209;69656722;DACARBAZINE MEDAC 100 mg, poudre pour solution injectable ou perfusion;poudre pour solution injectable ou pour perfusion;FAUX;;;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);FAUX;04/08/2014;2;1
15210;69658075;LAMICTAL 100 mg, comprimé dispersible ou à croquer;comprimé dispersible ou à croquer;FAUX;;;GLAXOSMITHKLINE;FAUX;02/05/1995;1;1
15211;69658214;BUPRENORPHINE/NALOXONE VIATRIS 2 mg/0,5 mg, comprimé sublingual sécable;comprimé sécable;FAUX;;;VIATRIS SANTE;FAUX;13/06/2018;4;1
15212;69659914;DOCETAXEL HOSPIRA 10 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;PFIZER HOLDING FRANCE;FAUX;19/05/2010;4;1
